frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
30.08,-2.53,-5.06,-2.52,-5.05,5.06,2.53,2.53,2.53
30.38,-2.41,-4.95,-2.41,-4.95,4.94,2.54,2.53,2.54
30.68,-2.30,-4.84,-2.29,-4.84,4.84,2.53,2.54,2.54
30.99,-2.18,-4.73,-2.18,-4.73,4.73,2.56,2.56,2.55
31.30,-2.06,-4.62,-2.06,-4.63,4.63,2.58,2.57,2.56
31.61,-1.95,-4.53,-1.95,-4.53,4.54,2.58,2.59,2.58
31.93,-1.85,-4.44,-1.85,-4.44,4.44,2.59,2.59,2.60
32.24,-1.74,-4.35,-1.74,-4.36,4.34,2.60,2.60,2.61
32.57,-1.65,-4.26,-1.64,-4.26,4.25,2.60,2.61,2.62
32.89,-1.53,-4.16,-1.54,-4.16,4.16,2.62,2.62,2.63
33.22,-1.43,-4.06,-1.44,-4.06,4.06,2.63,2.63,2.63
33.55,-1.33,-3.96,-1.33,-3.96,3.97,2.64,2.64,2.63
33.89,-1.24,-3.87,-1.24,-3.87,3.88,2.63,2.64,2.63
34.23,-1.15,-3.77,-1.15,-3.78,3.78,2.64,2.63,2.63
34.57,-1.06,-3.69,-1.06,-3.69,3.69,2.63,2.63,2.63
34.92,-0.99,-3.61,-0.98,-3.61,3.61,2.62,2.62,2.63
35.27,-0.89,-3.51,-0.90,-3.53,3.52,2.63,2.62,2.63
35.62,-0.82,-3.45,-0.81,-3.44,3.44,2.61,2.63,2.63
35.97,-0.71,-3.34,-0.73,-3.35,3.36,2.64,2.63,2.63
36.33,-0.64,-3.27,-0.65,-3.28,3.28,2.63,2.63,2.63
36.70,-0.58,-3.20,-0.57,-3.20,3.20,2.63,2.63,2.63
37.06,-0.49,-3.12,-0.50,-3.13,3.12,2.63,2.63,2.63
37.43,-0.42,-3.05,-0.43,-3.05,3.05,2.63,2.62,2.63
37.81,-0.35,-2.98,-0.35,-2.98,2.98,2.62,2.63,2.63
38.19,-0.29,-2.91,-0.28,-2.91,2.91,2.62,2.63,2.63
38.57,-0.20,-2.83,-0.21,-2.84,2.84,2.64,2.63,2.63
38.95,-0.15,-2.78,-0.15,-2.78,2.78,2.62,2.63,2.63
39.34,-0.08,-2.71,-0.08,-2.71,2.71,2.63,2.63,2.63
39.74,-0.02,-2.64,-0.02,-2.65,2.65,2.64,2.63,2.63
40.14,0.03,-2.59,0.03,-2.60,2.60,2.63,2.63,2.63
40.54,0.08,-2.55,0.08,-2.55,2.55,2.62,2.63,2.63
40.94,0.13,-2.50,0.13,-2.50,2.50,2.62,2.63,2.63
41.35,0.19,-2.44,0.18,-2.45,2.45,2.63,2.63,2.63
41.76,0.23,-2.40,0.23,-2.40,2.41,2.63,2.63,2.63
42.18,0.27,-2.36,0.27,-2.36,2.36,2.63,2.63,2.63
42.60,0.31,-2.32,0.30,-2.33,2.32,2.63,2.62,2.63
43.03,0.34,-2.29,0.34,-2.29,2.29,2.62,2.62,2.63
43.46,0.36,-2.26,0.36,-2.25,2.25,2.61,2.62,2.62
43.90,0.39,-2.20,0.38,-2.22,2.22,2.62,2.60,2.60
44.33,0.40,-2.19,0.40,-2.19,2.19,2.59,2.59,2.59
44.78,0.40,-2.17,0.40,-2.17,2.17,2.57,2.57,2.57
45.23,0.40,-2.15,0.40,-2.16,2.15,2.55,2.55,2.55
45.68,0.40,-2.14,0.40,-2.14,2.14,2.54,2.54,2.54
46.13,0.40,-2.13,0.40,-2.13,2.14,2.54,2.54,2.53
46.60,0.40,-2.13,0.39,-2.14,2.14,2.54,2.54,2.53
47.06,0.40,-2.13,0.38,-2.14,2.15,2.54,2.53,2.53
47.53,0.36,-2.17,0.37,-2.16,2.16,2.52,2.53,2.53
48.01,0.36,-2.17,0.35,-2.18,2.18,2.53,2.53,2.53
48.49,0.34,-2.19,0.33,-2.19,2.19,2.53,2.53,2.53
48.97,0.32,-2.21,0.32,-2.21,2.21,2.52,2.52,2.53
49.46,0.31,-2.21,0.30,-2.22,2.22,2.52,2.52,2.52
49.96,0.27,-2.24,0.28,-2.23,2.23,2.49,2.50,2.51
50.46,0.27,-2.23,0.25,-2.24,2.24,2.50,2.49,2.50
50.96,0.23,-2.25,0.24,-2.25,2.24,2.46,2.47,2.48
51.47,0.23,-2.24,0.23,-2.24,2.24,2.47,2.47,2.47
51.99,0.23,-2.23,0.22,-2.24,2.24,2.46,2.46,2.46
52.51,0.22,-2.22,0.21,-2.23,2.24,2.45,2.45,2.44
53.03,0.19,-2.24,0.20,-2.24,2.24,2.42,2.43,2.43
53.56,0.19,-2.24,0.19,-2.24,2.24,2.43,2.43,2.43
54.10,0.19,-2.24,0.19,-2.24,2.25,2.43,2.43,2.43
54.64,0.19,-2.24,0.18,-2.25,2.25,2.44,2.44,2.43
55.18,0.19,-2.24,0.17,-2.26,2.27,2.45,2.43,2.43
55.74,0.14,-2.29,0.16,-2.27,2.28,2.41,2.43,2.43
56.29,0.14,-2.29,0.14,-2.29,2.29,2.42,2.43,2.43
56.86,0.14,-2.29,0.12,-2.31,2.30,2.44,2.42,2.43
57.42,0.10,-2.32,0.11,-2.31,2.31,2.41,2.42,2.42
58.00,0.10,-2.30,0.09,-2.32,2.32,2.42,2.41,2.40
58.58,0.07,-2.32,0.07,-2.32,2.32,2.39,2.39,2.39
59.16,0.06,-2.32,0.06,-2.31,2.32,2.37,2.38,2.38
59.76,0.06,-2.30,0.05,-2.31,2.30,2.36,2.35,2.36
60.35,0.06,-2.28,0.05,-2.29,2.28,2.34,2.33,2.34
60.96,0.06,-2.27,0.07,-2.26,2.25,2.30,2.31,2.33
61.57,0.10,-2.20,0.09,-2.21,2.20,2.30,2.29,2.30
62.18,0.13,-2.14,0.12,-2.15,2.14,2.27,2.26,2.27
62.80,0.17,-2.08,0.17,-2.08,2.07,2.24,2.24,2.25
63.43,0.21,-2.01,0.22,-2.00,1.99,2.20,2.21,2.22
64.07,0.27,-1.91,0.27,-1.92,1.91,2.19,2.18,2.19
64.71,0.34,-1.82,0.33,-1.83,1.83,2.16,2.16,2.16
65.35,0.38,-1.75,0.38,-1.75,1.75,2.12,2.13,2.13
66.01,0.43,-1.67,0.43,-1.67,1.68,2.10,2.10,2.10
66.67,0.46,-1.61,0.46,-1.61,1.62,2.08,2.08,2.07
67.33,0.49,-1.56,0.48,-1.57,1.59,2.07,2.07,2.05
68.01,0.47,-1.55,0.47,-1.55,1.58,2.04,2.04,2.02
68.69,0.43,-1.56,0.43,-1.57,1.59,2.01,2.01,1.99
69.37,0.35,-1.60,0.35,-1.61,1.62,1.98,1.98,1.96
70.07,0.27,-1.67,0.26,-1.67,1.68,1.94,1.94,1.94
70.77,0.16,-1.74,0.16,-1.74,1.75,1.91,1.91,1.90
71.48,0.04,-1.83,0.04,-1.83,1.84,1.87,1.88,1.87
72.19,-0.07,-1.90,-0.08,-1.92,1.93,1.87,1.85,1.84
72.91,-0.22,-2.03,-0.21,-2.02,2.02,1.81,1.82,1.82
73.64,-0.33,-2.11,-0.32,-2.11,2.10,1.78,1.78,1.79
74.38,-0.42,-2.18,-0.43,-2.19,2.17,1.74,1.74,1.76
75.12,-0.50,-2.23,-0.51,-2.24,2.21,1.70,1.70,1.73
75.87,-0.56,-2.26,-0.56,-2.26,2.22,1.66,1.66,1.70
76.63,-0.59,-2.24,-0.59,-2.24,2.21,1.62,1.62,1.65
77.40,-0.58,-2.19,-0.58,-2.19,2.17,1.59,1.59,1.61
78.17,-0.55,-2.11,-0.56,-2.12,2.11,1.56,1.55,1.56
78.95,-0.50,-2.02,-0.51,-2.03,2.03,1.52,1.52,1.52
79.74,-0.45,-1.93,-0.45,-1.93,1.94,1.48,1.49,1.48
80.54,-0.38,-1.82,-0.38,-1.82,1.84,1.46,1.46,1.44
81.35,-0.30,-1.71,-0.31,-1.73,1.75,1.44,1.44,1.41
82.16,-0.23,-1.63,-0.24,-1.64,1.66,1.42,1.42,1.40
82.98,-0.18,-1.57,-0.17,-1.56,1.57,1.38,1.40,1.39
83.81,-0.10,-1.47,-0.11,-1.49,1.49,1.38,1.37,1.37
84.65,-0.05,-1.41,-0.06,-1.42,1.41,1.36,1.35,1.36
85.50,-0.00,-1.35,0.00,-1.34,1.34,1.33,1.34,1.35
86.35,0.06,-1.27,0.06,-1.27,1.26,1.32,1.32,1.33
87.22,0.12,-1.18,0.11,-1.19,1.19,1.31,1.30,1.30
88.09,0.17,-1.11,0.16,-1.11,1.12,1.28,1.28,1.28
88.97,0.21,-1.04,0.21,-1.04,1.04,1.25,1.25,1.25
89.86,0.26,-0.96,0.26,-0.96,0.96,1.22,1.22,1.22
90.76,0.31,-0.88,0.30,-0.89,0.88,1.19,1.19,1.19
91.66,0.36,-0.80,0.36,-0.80,0.80,1.16,1.16,1.16
92.58,0.41,-0.72,0.41,-0.72,0.72,1.12,1.12,1.13
93.51,0.46,-0.63,0.46,-0.63,0.63,1.09,1.09,1.09
94.44,0.51,-0.54,0.51,-0.55,0.54,1.05,1.05,1.05
95.39,0.56,-0.45,0.55,-0.46,0.46,1.01,1.01,1.01
96.34,0.60,-0.37,0.60,-0.37,0.37,0.96,0.96,0.97
97.30,0.64,-0.28,0.64,-0.28,0.28,0.92,0.92,0.92
98.28,0.69,-0.19,0.68,-0.20,0.20,0.88,0.88,0.88
99.26,0.73,-0.11,0.73,-0.11,0.12,0.84,0.84,0.84
100.25,0.77,-0.03,0.77,-0.04,0.04,0.81,0.81,0.80
101.25,0.81,0.04,0.80,0.03,-0.03,0.78,0.78,0.77
102.27,0.84,0.09,0.84,0.09,-0.09,0.74,0.75,0.75
103.29,0.87,0.15,0.86,0.14,-0.15,0.72,0.71,0.72
104.32,0.88,0.19,0.88,0.19,-0.20,0.68,0.68,0.69
105.37,0.89,0.23,0.90,0.24,-0.24,0.65,0.66,0.66
106.42,0.92,0.28,0.91,0.27,-0.27,0.65,0.64,0.64
107.48,0.92,0.31,0.90,0.30,-0.29,0.63,0.62,0.61
108.56,0.88,0.30,0.89,0.31,-0.30,0.58,0.59,0.58
109.64,0.86,0.31,0.85,0.30,-0.30,0.56,0.56,0.55
110.74,0.82,0.30,0.81,0.30,-0.29,0.53,0.53,0.52
111.85,0.77,0.28,0.77,0.28,-0.27,0.50,0.50,0.49
112.97,0.73,0.27,0.72,0.25,-0.25,0.48,0.47,0.46
114.10,0.66,0.22,0.66,0.23,-0.23,0.43,0.43,0.44
115.24,0.60,0.20,0.60,0.20,-0.21,0.38,0.39,0.40
116.39,0.55,0.20,0.54,0.19,-0.20,0.34,0.34,0.35
117.55,0.50,0.19,0.51,0.20,-0.21,0.28,0.29,0.31
118.73,0.49,0.22,0.48,0.22,-0.23,0.25,0.25,0.27
119.92,0.49,0.27,0.48,0.25,-0.27,0.22,0.21,0.22
121.12,0.49,0.30,0.50,0.31,-0.32,0.17,0.18,0.19
122.33,0.53,0.39,0.52,0.38,-0.39,0.14,0.13,0.14
123.55,0.56,0.46,0.56,0.45,-0.46,0.10,0.10,0.10
124.79,0.60,0.54,0.60,0.54,-0.54,0.06,0.06,0.06
126.03,0.64,0.63,0.63,0.63,-0.62,0.02,0.02,0.01
127.29,0.67,0.71,0.67,0.70,-0.69,-0.03,-0.03,-0.04
128.57,0.71,0.79,0.70,0.78,-0.76,-0.06,-0.07,-0.08
129.85,0.71,0.83,0.72,0.84,-0.83,-0.12,-0.11,-0.12
131.15,0.75,0.90,0.74,0.89,-0.88,-0.14,-0.15,-0.15
132.46,0.75,0.94,0.74,0.93,-0.93,-0.18,-0.19,-0.19
133.79,0.75,0.97,0.75,0.97,-0.97,-0.22,-0.22,-0.22
135.12,0.75,1.00,0.75,1.00,-1.00,-0.26,-0.26,-0.25
136.48,0.75,1.03,0.75,1.03,-1.03,-0.29,-0.29,-0.28
137.84,0.75,1.06,0.75,1.05,-1.06,-0.31,-0.31,-0.31
139.22,0.75,1.08,0.75,1.08,-1.08,-0.34,-0.34,-0.33
140.61,0.75,1.11,0.75,1.11,-1.11,-0.36,-0.36,-0.36
142.02,0.75,1.14,0.75,1.14,-1.13,-0.39,-0.39,-0.39
143.44,0.75,1.17,0.74,1.16,-1.16,-0.41,-0.42,-0.42
144.87,0.74,1.19,0.73,1.18,-1.18,-0.45,-0.45,-0.45
146.32,0.71,1.19,0.72,1.20,-1.21,-0.50,-0.49,-0.48
147.78,0.71,1.22,0.71,1.22,-1.23,-0.52,-0.52,-0.51
149.26,0.71,1.25,0.71,1.25,-1.24,-0.54,-0.54,-0.54
150.75,0.71,1.28,0.70,1.27,-1.26,-0.55,-0.55,-0.57
152.26,0.71,1.29,0.69,1.28,-1.27,-0.56,-0.57,-0.58
153.78,0.67,1.27,0.68,1.28,-1.27,-0.61,-0.60,-0.60
155.32,0.66,1.27,0.66,1.28,-1.28,-0.62,-0.62,-0.61
156.88,0.66,1.29,0.65,1.28,-1.28,-0.63,-0.63,-0.63
158.44,0.66,1.30,0.64,1.28,-1.29,-0.63,-0.65,-0.64
160.03,0.62,1.27,0.63,1.29,-1.29,-0.67,-0.66,-0.65
161.63,0.62,1.29,0.62,1.29,-1.29,-0.68,-0.68,-0.67
163.24,0.62,1.31,0.60,1.30,-1.30,-0.68,-0.70,-0.69
164.88,0.58,1.30,0.59,1.31,-1.30,-0.73,-0.72,-0.72
166.53,0.58,1.33,0.56,1.31,-1.31,-0.73,-0.75,-0.75
168.19,0.53,1.31,0.54,1.32,-1.31,-0.79,-0.78,-0.78
169.87,0.52,1.33,0.51,1.32,-1.32,-0.80,-0.80,-0.81
171.57,0.49,1.32,0.48,1.32,-1.32,-0.83,-0.83,-0.83
173.29,0.45,1.31,0.45,1.31,-1.32,-0.87,-0.86,-0.86
175.02,0.43,1.32,0.42,1.31,-1.31,-0.89,-0.90,-0.89
176.77,0.38,1.30,0.38,1.30,-1.31,-0.93,-0.93,-0.92
178.54,0.35,1.30,0.35,1.30,-1.30,-0.95,-0.95,-0.95
180.32,0.31,1.29,0.30,1.28,-1.29,-0.98,-0.98,-0.98
182.13,0.27,1.28,0.26,1.27,-1.27,-1.01,-1.01,-1.01
183.95,0.22,1.25,0.22,1.26,-1.25,-1.03,-1.03,-1.03
185.79,0.17,1.24,0.16,1.23,-1.22,-1.06,-1.06,-1.07
187.65,0.11,1.20,0.11,1.19,-1.19,-1.08,-1.08,-1.09
189.52,0.05,1.15,0.05,1.15,-1.15,-1.10,-1.10,-1.10
191.42,-0.01,1.10,-0.02,1.10,-1.10,-1.12,-1.12,-1.11
193.33,-0.08,1.05,-0.08,1.04,-1.05,-1.13,-1.13,-1.13
195.27,-0.15,0.99,-0.16,0.98,-0.99,-1.15,-1.15,-1.14
197.22,-0.23,0.92,-0.23,0.93,-0.93,-1.16,-1.16,-1.15
199.19,-0.30,0.87,-0.30,0.86,-0.86,-1.16,-1.16,-1.17
201.18,-0.37,0.80,-0.38,0.79,-0.79,-1.16,-1.16,-1.17
203.19,-0.45,0.72,-0.46,0.71,-0.71,-1.16,-1.17,-1.17
205.23,-0.54,0.63,-0.55,0.63,-0.62,-1.17,-1.17,-1.17
207.28,-0.64,0.53,-0.64,0.54,-0.54,-1.18,-1.17,-1.17
209.35,-0.72,0.45,-0.73,0.44,-0.45,-1.17,-1.18,-1.17
211.44,-0.82,0.35,-0.83,0.34,-0.35,-1.17,-1.18,-1.17
213.56,-0.93,0.24,-0.93,0.24,-0.25,-1.18,-1.17,-1.17
215.69,-1.03,0.14,-1.03,0.14,-0.14,-1.17,-1.17,-1.17
217.85,-1.13,0.04,-1.14,0.04,-0.03,-1.16,-1.16,-1.17
220.03,-1.24,-0.07,-1.25,-0.08,0.09,-1.16,-1.16,-1.17
222.23,-1.36,-0.19,-1.37,-0.20,0.21,-1.16,-1.17,-1.17
224.45,-1.51,-0.34,-1.50,-0.33,0.33,-1.18,-1.17,-1.17
226.70,-1.62,-0.45,-1.63,-0.46,0.46,-1.16,-1.17,-1.17
228.96,-1.76,-0.59,-1.77,-0.60,0.59,-1.17,-1.17,-1.17
231.25,-1.90,-0.73,-1.90,-0.73,0.73,-1.17,-1.17,-1.17
233.57,-2.04,-0.87,-2.04,-0.87,0.87,-1.17,-1.17,-1.17
235.90,-2.17,-1.00,-2.18,-1.01,1.01,-1.17,-1.17,-1.17
238.26,-2.32,-1.15,-2.32,-1.15,1.15,-1.18,-1.17,-1.17
240.64,-2.45,-1.28,-2.46,-1.29,1.28,-1.17,-1.18,-1.17
243.05,-2.59,-1.42,-2.60,-1.42,1.42,-1.17,-1.17,-1.17
245.48,-2.73,-1.56,-2.73,-1.55,1.56,-1.18,-1.17,-1.17
247.93,-2.84,-1.67,-2.85,-1.69,1.69,-1.15,-1.16,-1.17
250.41,-2.97,-1.82,-2.98,-1.82,1.83,-1.15,-1.15,-1.15
252.92,-3.09,-1.95,-3.10,-1.96,1.95,-1.14,-1.14,-1.14
255.45,-3.22,-2.10,-3.22,-2.10,2.08,-1.14,-1.14,-1.12
258.00,-3.32,-2.21,-3.32,-2.21,2.21,-1.12,-1.12,-1.11
260.58,-3.42,-2.33,-3.42,-2.33,2.33,-1.10,-1.09,-1.09
263.19,-3.50,-2.42,-3.52,-2.44,2.45,-1.06,-1.07,-1.08
265.82,-3.61,-2.55,-3.61,-2.55,2.57,-1.05,-1.05,-1.06
268.48,-3.71,-2.68,-3.70,-2.67,2.68,-1.04,-1.03,-1.03
271.16,-3.77,-2.77,-3.79,-2.79,2.78,-0.99,-1.00,-1.00
273.87,-3.86,-2.89,-3.86,-2.89,2.89,-0.98,-0.97,-0.97
276.61,-3.91,-2.97,-3.92,-2.98,2.98,-0.93,-0.94,-0.94
279.38,-3.98,-3.06,-3.98,-3.06,3.07,-0.92,-0.91,-0.92
282.17,-4.03,-3.14,-4.03,-3.14,3.14,-0.89,-0.89,-0.89
284.99,-4.06,-3.19,-4.07,-3.20,3.20,-0.87,-0.87,-0.87
287.84,-4.10,-3.25,-4.10,-3.25,3.24,-0.87,-0.86,-0.85
290.72,-4.10,-3.26,-4.11,-3.27,3.26,-0.85,-0.85,-0.84
293.63,-4.09,-3.27,-4.09,-3.27,3.26,-0.84,-0.84,-0.82
296.57,-4.05,-3.24,-4.05,-3.24,3.23,-0.82,-0.82,-0.81
299.53,-3.99,-3.20,-4.00,-3.20,3.18,-0.81,-0.81,-0.79
302.53,-3.91,-3.13,-3.92,-3.14,3.12,-0.80,-0.80,-0.78
305.55,-3.82,-3.06,-3.82,-3.05,3.04,-0.79,-0.78,-0.76
308.61,-3.70,-2.95,-3.70,-2.95,2.95,-0.75,-0.75,-0.75
311.69,-3.58,-2.84,-3.59,-2.85,2.86,-0.72,-0.73,-0.74
314.81,-3.47,-2.74,-3.48,-2.75,2.77,-0.70,-0.71,-0.73
317.96,-3.39,-2.68,-3.39,-2.68,2.70,-0.70,-0.69,-0.71
321.14,-3.30,-2.61,-3.31,-2.62,2.64,-0.67,-0.67,-0.69
324.35,-3.25,-2.57,-3.25,-2.57,2.60,-0.66,-0.66,-0.68
327.59,-3.20,-2.54,-3.21,-2.55,2.57,-0.64,-0.64,-0.66
330.87,-3.19,-2.54,-3.20,-2.54,2.56,-0.64,-0.64,-0.65
334.18,-3.19,-2.55,-3.19,-2.56,2.55,-0.64,-0.64,-0.64
337.52,-3.19,-2.57,-3.19,-2.57,2.56,-0.64,-0.64,-0.62
340.90,-3.19,-2.58,-3.19,-2.58,2.56,-0.64,-0.63,-0.61
344.30,-3.15,-2.56,-3.16,-2.57,2.55,-0.60,-0.61,-0.59
347.75,-3.13,-2.55,-3.13,-2.55,2.54,-0.59,-0.59,-0.58
351.23,-3.08,-2.52,-3.09,-2.53,2.52,-0.56,-0.57,-0.56
354.74,-3.03,-2.50,-3.03,-2.50,2.49,-0.55,-0.54,-0.53
358.28,-2.95,-2.45,-2.95,-2.45,2.45,-0.51,-0.51,-0.50
361.87,-2.87,-2.39,-2.87,-2.40,2.40,-0.47,-0.47,-0.48
365.49,-2.77,-2.32,-2.79,-2.34,2.35,-0.43,-0.44,-0.45
369.14,-2.71,-2.29,-2.70,-2.28,2.29,-0.43,-0.42,-0.42
372.83,-2.61,-2.22,-2.62,-2.23,2.23,-0.39,-0.39,-0.39
376.56,-2.54,-2.17,-2.54,-2.17,2.16,-0.38,-0.38,-0.37
380.33,-2.44,-2.09,-2.45,-2.10,2.09,-0.35,-0.36,-0.35
384.13,-2.37,-2.03,-2.37,-2.03,2.03,-0.35,-0.34,-0.34
387.97,-2.28,-1.95,-2.28,-1.96,1.96,-0.33,-0.32,-0.33
391.85,-2.19,-1.88,-2.20,-1.89,1.89,-0.30,-0.31,-0.31
395.77,-2.12,-1.82,-2.12,-1.82,1.83,-0.30,-0.29,-0.30
399.73,-2.04,-1.76,-2.04,-1.76,1.77,-0.28,-0.28,-0.28
403.72,-1.97,-1.70,-1.97,-1.70,1.70,-0.27,-0.27,-0.27
407.76,-1.89,-1.64,-1.90,-1.65,1.65,-0.25,-0.25,-0.25
411.84,-1.83,-1.59,-1.83,-1.60,1.59,-0.24,-0.24,-0.24
415.96,-1.77,-1.55,-1.77,-1.55,1.54,-0.23,-0.23,-0.22
420.12,-1.70,-1.49,-1.71,-1.50,1.49,-0.21,-0.21,-0.21
424.32,-1.64,-1.45,-1.64,-1.45,1.45,-0.20,-0.19,-0.19
428.56,-1.57,-1.39,-1.58,-1.40,1.41,-0.17,-0.17,-0.18
432.85,-1.52,-1.35,-1.53,-1.36,1.37,-0.15,-0.16,-0.17
437.18,-1.48,-1.33,-1.48,-1.33,1.33,-0.15,-0.15,-0.15
441.55,-1.44,-1.30,-1.44,-1.30,1.30,-0.14,-0.14,-0.14
445.96,-1.39,-1.27,-1.39,-1.27,1.27,-0.13,-0.13,-0.12
450.42,-1.33,-1.22,-1.35,-1.24,1.23,-0.10,-0.11,-0.11
454.93,-1.30,-1.21,-1.30,-1.20,1.20,-0.11,-0.10,-0.09
459.48,-1.24,-1.16,-1.24,-1.17,1.15,-0.09,-0.09,-0.08
464.07,-1.18,-1.12,-1.18,-1.12,1.11,-0.08,-0.08,-0.06
468.71,-1.11,-1.06,-1.12,-1.06,1.06,-0.06,-0.06,-0.05
473.40,-1.04,-1.00,-1.05,-1.01,1.01,-0.03,-0.04,-0.04
478.13,-0.98,-0.96,-0.98,-0.96,0.96,-0.02,-0.02,-0.02
482.91,-0.91,-0.90,-0.92,-0.91,0.92,0.00,-0.00,-0.01
487.74,-0.86,-0.86,-0.86,-0.87,0.87,0.01,0.01,-0.00
492.62,-0.81,-0.83,-0.81,-0.83,0.84,0.02,0.03,0.02
497.55,-0.76,-0.80,-0.77,-0.81,0.81,0.05,0.04,0.04
502.52,-0.72,-0.79,-0.72,-0.79,0.79,0.07,0.07,0.07
507.55,-0.68,-0.77,-0.68,-0.77,0.78,0.09,0.10,0.09
512.62,-0.64,-0.76,-0.65,-0.77,0.77,0.12,0.12,0.12
517.75,-0.61,-0.76,-0.62,-0.76,0.76,0.15,0.15,0.15
522.93,-0.58,-0.76,-0.58,-0.76,0.76,0.17,0.17,0.18
528.16,-0.55,-0.76,-0.55,-0.76,0.75,0.20,0.20,0.21
533.44,-0.51,-0.74,-0.52,-0.75,0.74,0.23,0.22,0.23
538.77,-0.49,-0.74,-0.49,-0.74,0.73,0.24,0.24,0.25
544.16,-0.46,-0.72,-0.46,-0.72,0.72,0.26,0.26,0.26
549.60,-0.42,-0.70,-0.43,-0.71,0.71,0.29,0.28,0.28
555.10,-0.40,-0.69,-0.40,-0.69,0.70,0.29,0.29,0.29
560.65,-0.38,-0.69,-0.38,-0.68,0.68,0.30,0.31,0.31
566.25,-0.34,-0.66,-0.35,-0.67,0.67,0.33,0.32,0.32
571.92,-0.33,-0.66,-0.33,-0.66,0.66,0.33,0.33,0.33
577.64,-0.29,-0.64,-0.30,-0.65,0.65,0.36,0.35,0.35
583.41,-0.29,-0.65,-0.29,-0.64,0.64,0.35,0.36,0.36
589.25,-0.25,-0.62,-0.26,-0.64,0.64,0.38,0.37,0.37
595.14,-0.25,-0.64,-0.24,-0.63,0.63,0.38,0.39,0.39
601.09,-0.21,-0.62,-0.22,-0.63,0.63,0.41,0.40,0.41
607.10,-0.20,-0.62,-0.21,-0.63,0.62,0.42,0.42,0.42
613.17,-0.20,-0.63,-0.19,-0.62,0.63,0.42,0.44,0.43
